<bound method Module.state_dict of NormalizedCrossEntropyLoss_REVISED(
  (reduction): SimpleCNN(
    (conv_layers): Sequential(
      (0): Conv2d(3, 32, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
      (1): BatchNorm2d(32, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (2): ReLU()
      (3): Conv2d(32, 32, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
      (4): BatchNorm2d(32, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (5): ReLU()
      (6): MaxPool2d(kernel_size=2, stride=2, padding=0, dilation=1, ceil_mode=False)
      (7): Conv2d(32, 64, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
      (8): BatchNorm2d(64, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (9): ReLU()
      (10): Conv2d(64, 64, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
      (11): BatchNorm2d(64, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (12): ReLU()
      (13): MaxPool2d(kernel_size=2, stride=2, padding=0, dilation=1, ceil_mode=False)
      (14): Conv2d(64, 128, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
      (15): BatchNorm2d(128, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (16): ReLU()
      (17): Conv2d(128, 128, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
      (18): BatchNorm2d(128, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (19): ReLU()
      (20): MaxPool2d(kernel_size=2, stride=2, padding=0, dilation=1, ceil_mode=False)
    )
    (fc_layers): Sequential(
      (0): Flatten(start_dim=1, end_dim=-1)
      (1): Linear(in_features=2048, out_features=256, bias=True)
      (2): ReLU()
      (3): Dropout(p=0.5, inplace=False)
      (4): Linear(in_features=256, out_features=10, bias=True)
    )
  )
  (cross_entropy): CrossEntropyLoss()
)>

<bound method Optimizer.state_dict of SGD (
Parameter Group 0
    dampening: 0
    differentiable: False
    foreach: None
    fused: None
    initial_lr: 0.01
    lr: 9.765625e-06
    maximize: False
    momentum: 0.9
    nesterov: False
    weight_decay: 0.001
)>

{'step_size': 10, 'gamma': 0.5, 'base_lrs': [0.01], 'last_epoch': 100, 'verbose': False, '_step_count': 101, '_get_lr_called_within_step': False, '_last_lr': [9.765625e-06]}


Key Info:
Noise Rate: 0.6658 
Train Time: 2451.071213 
Transforms: HOR_FLIP ROT_10 NORM 
Loss: NormalizedCrossEntropy_REVISED 
Optimizer(SGD): LR_0.01 MOMENTUM_0.9 W_DECAY_1e-3 
Scheduler: STEP_10 GAMMA_0.5


Epoch 0 | Train Accuracy: 0.1268 | Train Loss: 0.9997 | Test Loss: 0.9716 | Test Accuracy: 0.3190
Epoch 1 | Train Accuracy: 0.1502 | Train Loss: 0.9950 | Test Loss: 0.9552 | Test Accuracy: 0.3659
Epoch 2 | Train Accuracy: 0.1641 | Train Loss: 0.9925 | Test Loss: 0.9436 | Test Accuracy: 0.4256
Epoch 3 | Train Accuracy: 0.1707 | Train Loss: 0.9911 | Test Loss: 0.9399 | Test Accuracy: 0.4334
Epoch 4 | Train Accuracy: 0.1780 | Train Loss: 0.9901 | Test Loss: 0.9279 | Test Accuracy: 0.4575
Epoch 5 | Train Accuracy: 0.1798 | Train Loss: 0.9891 | Test Loss: 0.9254 | Test Accuracy: 0.4612
Epoch 6 | Train Accuracy: 0.1867 | Train Loss: 0.9880 | Test Loss: 0.9267 | Test Accuracy: 0.4637
Epoch 7 | Train Accuracy: 0.1907 | Train Loss: 0.9871 | Test Loss: 0.9230 | Test Accuracy: 0.4875
Epoch 8 | Train Accuracy: 0.1947 | Train Loss: 0.9866 | Test Loss: 0.9195 | Test Accuracy: 0.4926
Epoch 9 | Train Accuracy: 0.1970 | Train Loss: 0.9855 | Test Loss: 0.9205 | Test Accuracy: 0.4931
Epoch 10 | Train Accuracy: 0.2047 | Train Loss: 0.9838 | Test Loss: 0.9102 | Test Accuracy: 0.5199
Epoch 11 | Train Accuracy: 0.2089 | Train Loss: 0.9833 | Test Loss: 0.9034 | Test Accuracy: 0.5385
Epoch 12 | Train Accuracy: 0.2090 | Train Loss: 0.9828 | Test Loss: 0.9028 | Test Accuracy: 0.5465
Epoch 13 | Train Accuracy: 0.2119 | Train Loss: 0.9821 | Test Loss: 0.9009 | Test Accuracy: 0.5468
Epoch 14 | Train Accuracy: 0.2125 | Train Loss: 0.9815 | Test Loss: 0.8960 | Test Accuracy: 0.5481
Epoch 15 | Train Accuracy: 0.2163 | Train Loss: 0.9811 | Test Loss: 0.9029 | Test Accuracy: 0.5535
Epoch 16 | Train Accuracy: 0.2195 | Train Loss: 0.9801 | Test Loss: 0.8944 | Test Accuracy: 0.5633
Epoch 17 | Train Accuracy: 0.2200 | Train Loss: 0.9804 | Test Loss: 0.8912 | Test Accuracy: 0.5571
Epoch 18 | Train Accuracy: 0.2217 | Train Loss: 0.9798 | Test Loss: 0.8936 | Test Accuracy: 0.5549
Epoch 19 | Train Accuracy: 0.2222 | Train Loss: 0.9789 | Test Loss: 0.8901 | Test Accuracy: 0.5747
Epoch 20 | Train Accuracy: 0.2274 | Train Loss: 0.9779 | Test Loss: 0.8856 | Test Accuracy: 0.5850
Epoch 21 | Train Accuracy: 0.2287 | Train Loss: 0.9770 | Test Loss: 0.8823 | Test Accuracy: 0.5797
Epoch 22 | Train Accuracy: 0.2317 | Train Loss: 0.9766 | Test Loss: 0.8864 | Test Accuracy: 0.5837
Epoch 23 | Train Accuracy: 0.2305 | Train Loss: 0.9767 | Test Loss: 0.8914 | Test Accuracy: 0.5916
Epoch 24 | Train Accuracy: 0.2321 | Train Loss: 0.9761 | Test Loss: 0.8874 | Test Accuracy: 0.5833
Epoch 25 | Train Accuracy: 0.2327 | Train Loss: 0.9754 | Test Loss: 0.8852 | Test Accuracy: 0.5874
Epoch 26 | Train Accuracy: 0.2333 | Train Loss: 0.9751 | Test Loss: 0.8806 | Test Accuracy: 0.5806
Epoch 27 | Train Accuracy: 0.2360 | Train Loss: 0.9749 | Test Loss: 0.8872 | Test Accuracy: 0.5811
Epoch 28 | Train Accuracy: 0.2352 | Train Loss: 0.9747 | Test Loss: 0.8778 | Test Accuracy: 0.5926
Epoch 29 | Train Accuracy: 0.2370 | Train Loss: 0.9744 | Test Loss: 0.8857 | Test Accuracy: 0.5883
Epoch 30 | Train Accuracy: 0.2398 | Train Loss: 0.9733 | Test Loss: 0.8744 | Test Accuracy: 0.6070
Epoch 31 | Train Accuracy: 0.2420 | Train Loss: 0.9731 | Test Loss: 0.8778 | Test Accuracy: 0.6027
Epoch 32 | Train Accuracy: 0.2402 | Train Loss: 0.9729 | Test Loss: 0.8752 | Test Accuracy: 0.5994
Epoch 33 | Train Accuracy: 0.2402 | Train Loss: 0.9726 | Test Loss: 0.8799 | Test Accuracy: 0.6011
Epoch 34 | Train Accuracy: 0.2412 | Train Loss: 0.9727 | Test Loss: 0.8795 | Test Accuracy: 0.5996
Epoch 35 | Train Accuracy: 0.2443 | Train Loss: 0.9719 | Test Loss: 0.8744 | Test Accuracy: 0.6034
Epoch 36 | Train Accuracy: 0.2430 | Train Loss: 0.9717 | Test Loss: 0.8766 | Test Accuracy: 0.6050
Epoch 37 | Train Accuracy: 0.2443 | Train Loss: 0.9716 | Test Loss: 0.8716 | Test Accuracy: 0.5961
Epoch 38 | Train Accuracy: 0.2458 | Train Loss: 0.9715 | Test Loss: 0.8756 | Test Accuracy: 0.6016
Epoch 39 | Train Accuracy: 0.2456 | Train Loss: 0.9711 | Test Loss: 0.8770 | Test Accuracy: 0.6076
Epoch 40 | Train Accuracy: 0.2481 | Train Loss: 0.9701 | Test Loss: 0.8712 | Test Accuracy: 0.6072
Epoch 41 | Train Accuracy: 0.2481 | Train Loss: 0.9702 | Test Loss: 0.8706 | Test Accuracy: 0.6122
Epoch 42 | Train Accuracy: 0.2470 | Train Loss: 0.9702 | Test Loss: 0.8728 | Test Accuracy: 0.6082
Epoch 43 | Train Accuracy: 0.2486 | Train Loss: 0.9702 | Test Loss: 0.8709 | Test Accuracy: 0.6101
Epoch 44 | Train Accuracy: 0.2523 | Train Loss: 0.9696 | Test Loss: 0.8693 | Test Accuracy: 0.6068
