Epoch 45 | Train Accuracy: 0.2507 | Train Loss: 0.9695 | Test Loss: 0.8728 | Test Accuracy: 0.6100
Epoch 46 | Train Accuracy: 0.2508 | Train Loss: 0.9694 | Test Loss: 0.8698 | Test Accuracy: 0.6076
Epoch 47 | Train Accuracy: 0.2516 | Train Loss: 0.9692 | Test Loss: 0.8675 | Test Accuracy: 0.6063
Epoch 48 | Train Accuracy: 0.2500 | Train Loss: 0.9696 | Test Loss: 0.8698 | Test Accuracy: 0.6058
Epoch 49 | Train Accuracy: 0.2506 | Train Loss: 0.9692 | Test Loss: 0.8713 | Test Accuracy: 0.6098
Epoch 50 | Train Accuracy: 0.2529 | Train Loss: 0.9686 | Test Loss: 0.8699 | Test Accuracy: 0.6132
Epoch 51 | Train Accuracy: 0.2522 | Train Loss: 0.9683 | Test Loss: 0.8697 | Test Accuracy: 0.6076
Epoch 52 | Train Accuracy: 0.2507 | Train Loss: 0.9688 | Test Loss: 0.8688 | Test Accuracy: 0.6124
Epoch 53 | Train Accuracy: 0.2539 | Train Loss: 0.9682 | Test Loss: 0.8677 | Test Accuracy: 0.6087
Epoch 54 | Train Accuracy: 0.2532 | Train Loss: 0.9681 | Test Loss: 0.8692 | Test Accuracy: 0.6084
Epoch 55 | Train Accuracy: 0.2530 | Train Loss: 0.9682 | Test Loss: 0.8690 | Test Accuracy: 0.6013
Epoch 56 | Train Accuracy: 0.2519 | Train Loss: 0.9683 | Test Loss: 0.8703 | Test Accuracy: 0.6099
Epoch 57 | Train Accuracy: 0.2527 | Train Loss: 0.9677 | Test Loss: 0.8690 | Test Accuracy: 0.6042
Epoch 58 | Train Accuracy: 0.2543 | Train Loss: 0.9682 | Test Loss: 0.8681 | Test Accuracy: 0.6096
Epoch 59 | Train Accuracy: 0.2519 | Train Loss: 0.9680 | Test Loss: 0.8679 | Test Accuracy: 0.6087
Epoch 60 | Train Accuracy: 0.2549 | Train Loss: 0.9676 | Test Loss: 0.8688 | Test Accuracy: 0.6094
Epoch 61 | Train Accuracy: 0.2546 | Train Loss: 0.9673 | Test Loss: 0.8670 | Test Accuracy: 0.6067
Epoch 62 | Train Accuracy: 0.2548 | Train Loss: 0.9678 | Test Loss: 0.8698 | Test Accuracy: 0.6053
Epoch 63 | Train Accuracy: 0.2537 | Train Loss: 0.9675 | Test Loss: 0.8691 | Test Accuracy: 0.6097
Epoch 64 | Train Accuracy: 0.2540 | Train Loss: 0.9674 | Test Loss: 0.8679 | Test Accuracy: 0.6094
Epoch 65 | Train Accuracy: 0.2554 | Train Loss: 0.9671 | Test Loss: 0.8669 | Test Accuracy: 0.6128
Epoch 66 | Train Accuracy: 0.2550 | Train Loss: 0.9673 | Test Loss: 0.8670 | Test Accuracy: 0.6123
Epoch 67 | Train Accuracy: 0.2561 | Train Loss: 0.9672 | Test Loss: 0.8676 | Test Accuracy: 0.6120
Epoch 68 | Train Accuracy: 0.2530 | Train Loss: 0.9677 | Test Loss: 0.8685 | Test Accuracy: 0.6082
Epoch 69 | Train Accuracy: 0.2552 | Train Loss: 0.9673 | Test Loss: 0.8663 | Test Accuracy: 0.6080
Epoch 70 | Train Accuracy: 0.2541 | Train Loss: 0.9670 | Test Loss: 0.8677 | Test Accuracy: 0.6072
Epoch 71 | Train Accuracy: 0.2554 | Train Loss: 0.9668 | Test Loss: 0.8681 | Test Accuracy: 0.6095
Epoch 72 | Train Accuracy: 0.2559 | Train Loss: 0.9666 | Test Loss: 0.8676 | Test Accuracy: 0.6058
Epoch 73 | Train Accuracy: 0.2538 | Train Loss: 0.9670 | Test Loss: 0.8676 | Test Accuracy: 0.6096
Epoch 74 | Train Accuracy: 0.2573 | Train Loss: 0.9668 | Test Loss: 0.8674 | Test Accuracy: 0.6138
Epoch 75 | Train Accuracy: 0.2541 | Train Loss: 0.9671 | Test Loss: 0.8674 | Test Accuracy: 0.6110
Epoch 76 | Train Accuracy: 0.2565 | Train Loss: 0.9673 | Test Loss: 0.8675 | Test Accuracy: 0.6094
Epoch 77 | Train Accuracy: 0.2575 | Train Loss: 0.9669 | Test Loss: 0.8677 | Test Accuracy: 0.6101
Epoch 78 | Train Accuracy: 0.2554 | Train Loss: 0.9667 | Test Loss: 0.8670 | Test Accuracy: 0.6119
Epoch 79 | Train Accuracy: 0.2557 | Train Loss: 0.9669 | Test Loss: 0.8669 | Test Accuracy: 0.6077
Epoch 80 | Train Accuracy: 0.2565 | Train Loss: 0.9671 | Test Loss: 0.8675 | Test Accuracy: 0.6125
Epoch 81 | Train Accuracy: 0.2550 | Train Loss: 0.9667 | Test Loss: 0.8668 | Test Accuracy: 0.6147
Epoch 82 | Train Accuracy: 0.2571 | Train Loss: 0.9667 | Test Loss: 0.8670 | Test Accuracy: 0.6149
Epoch 83 | Train Accuracy: 0.2551 | Train Loss: 0.9667 | Test Loss: 0.8673 | Test Accuracy: 0.6085
Epoch 84 | Train Accuracy: 0.2554 | Train Loss: 0.9674 | Test Loss: 0.8678 | Test Accuracy: 0.6126
Epoch 85 | Train Accuracy: 0.2554 | Train Loss: 0.9672 | Test Loss: 0.8676 | Test Accuracy: 0.6112
Epoch 86 | Train Accuracy: 0.2558 | Train Loss: 0.9668 | Test Loss: 0.8676 | Test Accuracy: 0.6129
Epoch 87 | Train Accuracy: 0.2559 | Train Loss: 0.9668 | Test Loss: 0.8671 | Test Accuracy: 0.6082
Epoch 88 | Train Accuracy: 0.2564 | Train Loss: 0.9667 | Test Loss: 0.8673 | Test Accuracy: 0.6125
Epoch 89 | Train Accuracy: 0.2569 | Train Loss: 0.9667 | Test Loss: 0.8670 | Test Accuracy: 0.6123
Epoch 90 | Train Accuracy: 0.2555 | Train Loss: 0.9665 | Test Loss: 0.8672 | Test Accuracy: 0.6130
Epoch 91 | Train Accuracy: 0.2580 | Train Loss: 0.9661 | Test Loss: 0.8669 | Test Accuracy: 0.6115
Epoch 92 | Train Accuracy: 0.2547 | Train Loss: 0.9670 | Test Loss: 0.8673 | Test Accuracy: 0.6118
Epoch 93 | Train Accuracy: 0.2569 | Train Loss: 0.9664 | Test Loss: 0.8672 | Test Accuracy: 0.6135
Epoch 94 | Train Accuracy: 0.2566 | Train Loss: 0.9669 | Test Loss: 0.8676 | Test Accuracy: 0.6150
Epoch 95 | Train Accuracy: 0.2554 | Train Loss: 0.9666 | Test Loss: 0.8673 | Test Accuracy: 0.6110
Epoch 96 | Train Accuracy: 0.2549 | Train Loss: 0.9670 | Test Loss: 0.8677 | Test Accuracy: 0.6114
Epoch 97 | Train Accuracy: 0.2560 | Train Loss: 0.9670 | Test Loss: 0.8673 | Test Accuracy: 0.6128
Epoch 98 | Train Accuracy: 0.2544 | Train Loss: 0.9667 | Test Loss: 0.8677 | Test Accuracy: 0.6073
Epoch 99 | Train Accuracy: 0.2553 | Train Loss: 0.9667 | Test Loss: 0.8675 | Test Accuracy: 0.6098
